Timestamp,PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³)
2018-04-17 00:00:00,,,,1.77
2018-04-18 00:00:00,,,,1.37
2018-04-19 00:00:00,,,,1.25
2018-04-20 00:00:00,,,,0.84
2018-04-21 00:00:00,,,,0.87
2018-04-22 00:00:00,,,,0.87
2018-04-23 00:00:00,,,,1.15
2018-04-24 00:00:00,,,,1.23
2018-04-25 00:00:00,,,,1.37
2018-04-26 00:00:00,,,,1.22
2018-04-27 00:00:00,,,,1.41
2018-04-28 00:00:00,,,,1.36
2018-04-29 00:00:00,,,,0.66
2018-04-30 00:00:00,,,,
2018-05-01 00:00:00,,,,
2018-05-02 00:00:00,,,,1.52
2018-05-03 00:00:00,,,,1.36
2018-05-04 00:00:00,,,,1.41
2018-05-05 00:00:00,,,,0.96
2018-05-06 00:00:00,,,,1.2
2018-05-07 00:00:00,,,,1.4
2018-05-08 00:00:00,,,,
2018-05-09 00:00:00,,,,1.31
2018-05-10 00:00:00,,,,1.28
2018-05-11 00:00:00,,,,1.41
2018-05-12 00:00:00,,,,1.38
2018-05-13 00:00:00,,,,1.39
2018-05-14 00:00:00,,,,1.37
2018-05-15 00:00:00,,,,1.08
2018-05-16 00:00:00,,,,1.4
2018-05-17 00:00:00,,,,1.28
2018-05-18 00:00:00,,,39.23,1.66
2018-05-19 00:00:00,,,56.65,1.38
2018-05-20 00:00:00,,,,
2018-05-21 00:00:00,,,,
2018-05-22 00:00:00,,7.04,30.1,1.54
2018-05-23 00:00:00,,11.08,30.35,1.36
2018-05-24 00:00:00,,8.81,27.25,1.41
2018-05-25 00:00:00,,12.48,28.98,1.5
2018-05-26 00:00:00,,24.36,34.01,1.47
2018-05-27 00:00:00,,21.86,42.22,1.79
2018-05-28 00:00:00,,12.23,26.38,2.0
2018-05-29 00:00:00,,11.55,21.66,2.0
2018-05-30 00:00:00,,7.18,14.96,2.1
2018-05-31 00:00:00,,12.76,25.58,2.01
2018-06-01 00:00:00,,13.62,23.82,1.97
2018-06-02 00:00:00,,14.16,29.37,1.86
2018-06-03 00:00:00,,13.23,21.62,1.93
2018-06-04 00:00:00,,14.0,21.2,1.85
2018-06-05 00:00:00,,13.59,18.34,2.01
2018-06-06 00:00:00,,12.11,18.46,1.97
2018-06-07 00:00:00,,20.32,29.03,1.81
2018-06-08 00:00:00,,20.26,24.87,2.04
2018-06-09 00:00:00,,18.5,23.98,2.0
2018-06-10 00:00:00,,27.19,29.52,1.94
2018-06-11 00:00:00,,19.51,23.11,1.97
2018-06-12 00:00:00,,17.06,19.42,2.07
2018-06-13 00:00:00,,19.29,22.46,2.05
2018-06-14 00:00:00,,21.83,27.53,1.86
2018-06-15 00:00:00,,14.59,19.27,2.01
2018-06-16 00:00:00,,17.37,21.75,2.07
2018-06-17 00:00:00,,19.88,21.11,2.04
2018-06-18 00:00:00,192.9,20.94,22.82,2.04
2018-06-19 00:00:00,135.23,19.08,18.34,1.94
2018-06-20 00:00:00,108.77,19.56,19.36,2.03
2018-06-21 00:00:00,97.82,17.49,38.31,1.89
2018-06-22 00:00:00,98.91,11.91,24.42,1.95
2018-06-23 00:00:00,80.0,16.84,24.88,1.79
2018-06-24 00:00:00,109.29,22.43,29.66,1.59
2018-06-25 00:00:00,110.06,14.62,20.45,1.69
2018-06-26 00:00:00,88.93,13.86,16.53,1.83
2018-06-27 00:00:00,,23.52,31.33,2.07
2018-06-28 00:00:00,,,,1.61
2018-06-29 00:00:00,,,,1.65
2018-06-30 00:00:00,,,,1.63
2018-07-01 00:00:00,,,,1.64
2018-07-02 00:00:00,6.7,,,1.92
2018-07-03 00:00:00,1.11,,,1.72
2018-07-04 00:00:00,,,,1.7
2018-07-05 00:00:00,,,,1.8
2018-07-06 00:00:00,,,,1.8
2018-07-07 00:00:00,93.09,13.8,41.48,1.31
2018-07-08 00:00:00,64.81,5.91,4.37,1.34
2018-07-09 00:00:00,88.26,9.61,12.11,1.44
2018-07-10 00:00:00,,9.3,9.37,1.27
2018-07-11 00:00:00,80.51,10.48,20.94,1.03
2018-07-12 00:00:00,118.23,8.54,9.03,2.11
2018-07-13 00:00:00,66.11,8.73,9.87,1.41
2018-07-14 00:00:00,,6.73,7.92,1.32
2018-07-15 00:00:00,,,,
2018-07-16 00:00:00,,9.24,15.68,1.67
2018-07-17 00:00:00,,1.61,1.73,1.36
2018-07-18 00:00:00,,1.2,3.27,1.38
2018-07-19 00:00:00,,6.03,23.5,1.4
2018-07-20 00:00:00,52.3,14.06,27.11,2.0
2018-07-21 00:00:00,125.18,14.08,27.1,2.41
2018-07-22 00:00:00,125.04,14.06,27.13,2.41
2018-07-23 00:00:00,90.54,14.1,27.04,0.84
2018-07-24 00:00:00,72.91,,,1.66
2018-07-25 00:00:00,68.0,29.64,75.3,1.44
2018-07-26 00:00:00,92.29,47.83,101.18,1.43
2018-07-27 00:00:00,101.11,24.54,82.37,1.3
2018-07-28 00:00:00,105.06,,,1.44
2018-07-29 00:00:00,82.93,,,1.28
2018-07-30 00:00:00,94.71,,,1.4
2018-07-31 00:00:00,99.75,12.06,54.28,1.26
2018-08-01 00:00:00,122.9,31.24,37.69,1.3
2018-08-02 00:00:00,120.76,34.76,30.75,1.25
2018-08-03 00:00:00,134.09,36.75,23.96,1.24
2018-08-04 00:00:00,164.03,47.65,19.92,1.19
2018-08-05 00:00:00,109.8,24.44,18.75,1.07
2018-08-06 00:00:00,128.05,14.32,43.43,1.24
2018-08-07 00:00:00,93.03,19.71,33.71,1.28
2018-08-08 00:00:00,69.94,9.22,25.87,1.33
2018-08-09 00:00:00,72.7,8.34,31.2,1.2
2018-08-10 00:00:00,64.74,,,1.24
2018-08-11 00:00:00,59.95,89.75,52.36,1.3
2018-08-12 00:00:00,38.56,,,1.24
2018-08-13 00:00:00,71.69,12.37,72.4,1.31
2018-08-14 00:00:00,46.64,6.98,35.45,1.22
2018-08-15 00:00:00,58.25,,,1.34
2018-08-16 00:00:00,49.13,,,1.46
2018-08-17 00:00:00,120.49,3.48,12.8,1.56
2018-08-18 00:00:00,122.42,2.82,6.91,1.36
2018-08-19 00:00:00,78.29,5.04,14.71,1.27
2018-08-20 00:00:00,144.72,7.68,27.61,1.32
2018-08-21 00:00:00,136.15,7.82,27.92,1.28
2018-08-22 00:00:00,113.33,13.04,27.48,1.3
2018-08-23 00:00:00,76.21,16.94,18.14,1.33
2018-08-24 00:00:00,92.16,16.07,17.62,1.34
2018-08-25 00:00:00,104.27,14.11,17.29,1.24
2018-08-26 00:00:00,77.72,19.59,13.49,1.29
2018-08-27 00:00:00,109.56,16.63,16.94,1.24
2018-08-28 00:00:00,92.44,17.61,20.41,1.15
2018-08-29 00:00:00,81.92,17.04,14.79,1.37
2018-08-30 00:00:00,83.87,16.41,15.42,1.3
2018-08-31 00:00:00,90.39,12.77,14.97,1.28
2018-09-01 00:00:00,131.0,16.12,16.08,1.37
2018-09-02 00:00:00,75.25,7.45,12.45,1.21
2018-09-03 00:00:00,130.01,9.72,16.83,1.34
2018-09-04 00:00:00,134.22,11.91,18.61,1.3
2018-09-05 00:00:00,119.82,9.96,17.69,1.24
2018-09-06 00:00:00,101.57,8.93,22.58,1.3
2018-09-07 00:00:00,94.15,8.84,22.57,1.22
2018-09-08 00:00:00,95.78,10.9,26.09,1.26
2018-09-09 00:00:00,106.87,10.6,33.06,1.34
2018-09-10 00:00:00,97.15,6.68,26.55,1.34
2018-09-11 00:00:00,123.38,9.22,34.42,1.23
2018-09-12 00:00:00,138.51,16.62,41.48,1.22
2018-09-13 00:00:00,135.04,13.34,37.64,1.14
2018-09-14 00:00:00,130.63,15.03,45.0,1.16
2018-09-15 00:00:00,75.02,12.78,37.06,1.21
2018-09-16 00:00:00,78.62,18.22,37.52,1.08
2018-09-17 00:00:00,65.16,13.77,30.02,1.13
2018-09-18 00:00:00,88.18,7.37,19.19,1.17
2018-09-19 00:00:00,95.19,7.09,20.19,1.2
2018-09-20 00:00:00,98.92,8.9,25.03,1.19
2018-09-21 00:00:00,121.96,17.74,36.94,1.28
2018-09-22 00:00:00,126.09,14.55,35.0,1.17
2018-09-23 00:00:00,149.49,23.53,53.95,1.33
2018-09-24 00:00:00,74.38,15.65,39.61,1.24
2018-09-25 00:00:00,83.31,24.66,47.4,1.32
2018-09-26 00:00:00,81.83,16.53,44.6,1.2
2018-09-27 00:00:00,104.8,21.15,46.62,1.19
2018-09-28 00:00:00,143.43,35.21,59.71,1.27
2018-09-29 00:00:00,146.26,49.79,70.89,1.42
2018-09-30 00:00:00,113.19,35.92,55.74,1.2
2018-10-01 00:00:00,142.46,36.73,60.65,1.32
2018-10-02 00:00:00,118.06,31.69,49.96,1.31
2018-10-03 00:00:00,104.92,26.06,43.2,1.18
2018-10-04 00:00:00,88.45,32.87,47.25,1.17
2018-10-05 00:00:00,69.47,30.17,40.97,1.21
2018-10-06 00:00:00,118.22,46.2,61.85,1.3
2018-10-07 00:00:00,157.06,40.92,64.28,1.29
2018-10-08 00:00:00,178.51,26.99,53.51,1.26
2018-10-09 00:00:00,156.48,31.52,61.23,1.22
2018-10-10 00:00:00,167.38,24.69,53.23,1.19
2018-10-11 00:00:00,175.41,20.29,56.25,1.2
2018-10-12 00:00:00,186.57,65.41,101.42,1.11
2018-10-13 00:00:00,220.45,24.68,58.25,0.94
2018-10-14 00:00:00,139.58,21.26,48.32,1.23
2018-10-15 00:00:00,120.96,20.33,46.69,1.28
2018-10-16 00:00:00,182.24,28.32,59.78,1.24
2018-10-17 00:00:00,93.45,16.84,36.96,1.13
2018-10-18 00:00:00,100.74,26.16,53.8,1.27
2018-10-19 00:00:00,135.76,25.73,51.25,1.25
2018-10-20 00:00:00,185.58,32.24,65.44,1.25
2018-10-21 00:00:00,213.73,47.98,83.79,1.23
2018-10-22 00:00:00,218.13,61.05,103.24,1.26
2018-10-23 00:00:00,,,,
2018-10-24 00:00:00,195.34,35.07,81.84,1.22
2018-10-25 00:00:00,188.2,28.2,64.98,1.18
2018-10-26 00:00:00,189.34,34.04,74.07,1.34
2018-10-27 00:00:00,168.32,30.73,89.7,1.43
2018-10-28 00:00:00,122.7,15.15,65.74,1.0
2018-10-29 00:00:00,141.29,22.61,87.47,1.38
2018-10-30 00:00:00,147.92,27.51,99.1,1.14
2018-10-31 00:00:00,139.16,21.46,75.32,1.23
2018-11-01 00:00:00,95.68,26.15,58.67,1.18
2018-11-02 00:00:00,82.25,15.79,37.65,1.0
2018-11-03 00:00:00,104.86,24.3,59.54,1.38
2018-11-04 00:00:00,127.44,18.26,45.48,1.49
2018-11-05 00:00:00,151.7,22.68,55.1,2.33
2018-11-06 00:00:00,152.71,20.07,51.09,2.46
2018-11-07 00:00:00,162.54,19.9,54.41,2.49
2018-11-08 00:00:00,127.93,18.11,51.86,1.01
2018-11-09 00:00:00,94.4,19.67,57.44,1.69
2018-11-10 00:00:00,87.37,20.96,57.73,1.56
2018-11-11 00:00:00,101.54,20.0,53.83,1.4
2018-11-12 00:00:00,153.92,18.56,52.99,1.43
2018-11-13 00:00:00,116.86,14.18,47.82,1.43
2018-11-14 00:00:00,180.06,27.09,69.75,1.51
2018-11-15 00:00:00,144.2,15.16,43.47,1.35
2018-11-16 00:00:00,106.71,13.38,39.77,1.47
2018-11-17 00:00:00,163.24,7.4,24.25,1.65
2018-11-18 00:00:00,139.15,6.29,18.03,1.62
2018-11-19 00:00:00,103.67,7.13,18.3,1.59
2018-11-20 00:00:00,113.5,6.77,16.64,1.58
2018-11-21 00:00:00,106.33,2.94,10.5,1.53
2018-11-22 00:00:00,,,,
2018-11-23 00:00:00,69.01,10.72,22.24,1.64
2018-11-24 00:00:00,155.28,6.71,16.88,1.64
2018-11-25 00:00:00,180.82,2.15,6.67,1.55
2018-11-26 00:00:00,207.95,2.61,10.96,1.62
2018-11-27 00:00:00,174.03,11.3,26.81,1.6
2018-11-28 00:00:00,154.15,25.57,21.12,1.61
2018-11-29 00:00:00,141.04,28.61,18.24,1.6
2018-11-30 00:00:00,107.05,30.86,22.88,1.61
2018-12-01 00:00:00,157.67,30.82,23.08,1.58
2018-12-02 00:00:00,119.79,27.46,21.2,1.6
2018-12-03 00:00:00,128.95,29.31,20.71,1.61
2018-12-04 00:00:00,103.66,31.22,19.19,1.6
2018-12-05 00:00:00,154.71,31.49,15.73,1.6
2018-12-06 00:00:00,121.41,26.97,16.34,1.56
2018-12-07 00:00:00,467.23,30.88,15.88,1.34
2018-12-08 00:00:00,15.1,30.92,15.93,1.2
2018-12-09 00:00:00,,,,
2018-12-10 00:00:00,166.88,37.46,30.37,1.43
2018-12-11 00:00:00,330.73,22.32,23.92,1.37
2018-12-12 00:00:00,239.0,25.12,34.69,1.38
2018-12-13 00:00:00,5.98,22.44,37.7,1.39
2018-12-14 00:00:00,,26.92,36.29,1.37
2018-12-15 00:00:00,,30.29,35.27,1.34
2018-12-16 00:00:00,,8.28,24.13,1.25
2018-12-17 00:00:00,196.96,56.81,50.77,1.6
2018-12-18 00:00:00,161.91,38.72,44.42,1.45
2018-12-19 00:00:00,104.96,26.03,37.9,1.38
2018-12-20 00:00:00,154.15,37.25,50.39,1.38
2018-12-21 00:00:00,114.66,29.36,39.63,1.37
2018-12-22 00:00:00,123.33,33.46,47.5,1.39
2018-12-23 00:00:00,95.67,27.75,33.58,1.33
2018-12-24 00:00:00,115.8,37.02,43.04,1.43
2018-12-25 00:00:00,115.23,28.04,40.88,1.34
2018-12-26 00:00:00,119.74,30.31,42.02,1.36
2018-12-27 00:00:00,117.58,12.05,29.07,1.33
2018-12-28 00:00:00,124.93,27.72,41.26,1.39
2018-12-29 00:00:00,121.45,32.17,40.41,1.37
2018-12-30 00:00:00,97.49,9.26,19.95,1.25
2018-12-31 00:00:00,142.35,45.22,52.2,1.44
2019-01-01 00:00:00,124.06,31.75,43.34,1.4
2019-01-02 00:00:00,111.28,28.58,41.71,2.07
2019-01-03 00:00:00,108.99,33.59,42.89,2.06
2019-01-04 00:00:00,112.2,34.27,44.22,1.77
2019-01-05 00:00:00,111.99,28.4,45.76,1.44
2019-01-06 00:00:00,118.48,21.68,42.78,1.36
2019-01-07 00:00:00,129.67,32.84,53.52,1.45
2019-01-08 00:00:00,110.79,23.24,42.83,1.42
2019-01-09 00:00:00,137.59,26.04,48.26,1.44
2019-01-10 00:00:00,137.72,30.96,57.21,1.52
2019-01-11 00:00:00,158.27,51.5,72.17,1.55
2019-01-12 00:00:00,141.63,27.5,50.86,1.38
2019-01-13 00:00:00,122.74,26.3,46.69,1.39
2019-01-14 00:00:00,128.92,27.06,45.69,1.4
2019-01-15 00:00:00,107.49,38.81,52.3,1.4
2019-01-16 00:00:00,158.24,37.2,63.37,1.54
2019-01-17 00:00:00,136.79,29.73,47.14,1.43
2019-01-18 00:00:00,129.95,31.57,50.67,1.44
2019-01-19 00:00:00,110.75,6.81,22.72,1.28
2019-01-20 00:00:00,,,,
2019-01-21 00:00:00,157.83,36.92,59.12,1.44
2019-01-22 00:00:00,119.41,12.29,30.93,1.32
2019-01-23 00:00:00,194.52,42.39,73.34,1.59
2019-01-24 00:00:00,137.63,19.03,41.83,1.44
2019-01-25 00:00:00,127.15,28.36,48.4,1.5
2019-01-26 00:00:00,127.24,22.64,38.9,1.36
2019-01-27 00:00:00,110.39,20.94,36.25,1.34
2019-01-28 00:00:00,104.68,13.64,28.32,0.62
2019-01-29 00:00:00,51.54,17.57,28.03,1.28
2019-01-30 00:00:00,,,,
2019-01-31 00:00:00,193.29,24.74,48.18,1.44
2019-02-01 00:00:00,128.58,6.11,15.4,1.24
2019-02-02 00:00:00,224.04,34.41,57.12,1.5
2019-02-03 00:00:00,148.55,14.81,30.21,1.3
2019-02-04 00:00:00,,,,
2019-02-05 00:00:00,,,,
2019-02-06 00:00:00,242.31,28.84,57.34,1.5
2019-02-07 00:00:00,169.51,14.53,31.73,1.34
2019-02-08 00:00:00,,,,
2019-02-09 00:00:00,198.58,9.35,44.54,1.43
2019-02-10 00:00:00,,,,
2019-02-11 00:00:00,,,,
2019-02-12 00:00:00,,,,
2019-02-13 00:00:00,204.91,20.37,44.33,2.21
2019-02-14 00:00:00,178.59,38.67,57.66,1.46
2019-02-15 00:00:00,165.89,24.55,46.08,1.39
2019-02-16 00:00:00,180.59,23.76,48.33,1.42
2019-02-17 00:00:00,165.37,10.27,28.35,1.31
2019-02-18 00:00:00,166.48,23.17,47.31,1.43
2019-02-19 00:00:00,167.5,14.43,37.24,1.31
2019-02-20 00:00:00,168.48,26.77,50.55,1.39
2019-02-21 00:00:00,167.61,25.29,45.21,1.39
2019-02-22 00:00:00,182.82,36.15,55.67,1.4
2019-02-23 00:00:00,189.37,44.47,70.66,1.44
2019-02-24 00:00:00,164.32,35.27,63.62,1.42
2019-02-25 00:00:00,159.39,36.6,63.04,1.46
2019-02-26 00:00:00,170.23,7.67,37.3,1.31
2019-02-27 00:00:00,,17.54,56.64,1.83
2019-02-28 00:00:00,211.25,11.88,34.45,1.36
2019-03-01 00:00:00,201.14,22.47,64.89,1.41
2019-03-02 00:00:00,148.43,23.27,48.2,1.37
2019-03-03 00:00:00,149.37,25.44,49.71,1.36
2019-03-04 00:00:00,150.59,12.81,39.48,1.33
2019-03-05 00:00:00,153.53,9.37,35.1,1.33
2019-03-06 00:00:00,134.34,7.84,25.06,1.22
2019-03-07 00:00:00,228.1,23.99,52.01,1.51
2019-03-08 00:00:00,191.1,28.46,61.63,1.42
2019-03-09 00:00:00,159.8,11.54,31.63,1.23
2019-03-10 00:00:00,,,,
2019-03-11 00:00:00,,,,
2019-03-12 00:00:00,203.59,23.46,57.66,1.47
2019-03-13 00:00:00,175.76,23.01,52.17,1.52
2019-03-14 00:00:00,185.8,22.17,54.17,1.56
2019-03-15 00:00:00,168.65,24.64,59.02,1.98
2019-03-16 00:00:00,170.43,26.52,58.31,2.02
2019-03-17 00:00:00,181.18,26.91,62.27,1.75
2019-03-18 00:00:00,222.09,8.12,40.41,1.32
2019-03-19 00:00:00,240.5,26.17,68.79,1.47
2019-03-20 00:00:00,120.59,5.39,20.09,1.18
2019-03-21 00:00:00,,,,
2019-03-22 00:00:00,,,,
2019-03-23 00:00:00,,,,
2019-03-24 00:00:00,,,,
2019-03-25 00:00:00,204.49,24.42,60.11,1.44
2019-03-26 00:00:00,161.47,15.56,47.35,1.36
2019-03-27 00:00:00,166.2,21.53,50.39,1.43
2019-03-28 00:00:00,179.94,23.16,58.33,1.39
2019-03-29 00:00:00,176.22,23.06,57.31,1.38
2019-03-30 00:00:00,123.2,12.8,39.98,1.31
2019-03-31 00:00:00,,,,
2019-04-01 00:00:00,,,,
2019-04-02 00:00:00,296.62,18.96,54.68,1.42
2019-04-03 00:00:00,210.74,28.31,68.62,1.42
2019-04-04 00:00:00,171.08,23.81,52.05,1.41
2019-04-05 00:00:00,167.25,27.44,57.7,1.38
2019-04-06 00:00:00,175.53,17.1,49.65,1.35
2019-04-07 00:00:00,157.58,18.05,46.9,1.33
2019-04-08 00:00:00,136.4,15.32,42.41,1.33
2019-04-09 00:00:00,191.63,8.46,44.57,1.34
2019-04-10 00:00:00,124.95,14.26,45.12,1.32
2019-04-11 00:00:00,231.08,42.24,83.89,1.5
2019-04-12 00:00:00,168.66,22.44,55.27,1.33
2019-04-13 00:00:00,168.96,20.55,54.0,1.38
2019-04-14 00:00:00,157.26,16.16,45.96,1.34
2019-04-15 00:00:00,156.47,21.26,52.35,1.4
2019-04-16 00:00:00,147.7,12.38,42.68,1.33
2019-04-17 00:00:00,166.89,11.27,31.44,1.31
2019-04-18 00:00:00,177.74,10.51,47.47,1.36
2019-04-19 00:00:00,220.29,23.79,61.69,2.36
2019-04-20 00:00:00,125.81,13.24,39.03,1.73
2019-04-21 00:00:00,127.06,11.82,36.99,1.71
2019-04-22 00:00:00,151.89,14.88,39.68,1.33
2019-04-23 00:00:00,139.56,14.91,46.52,1.35
2019-04-24 00:00:00,139.92,17.25,51.16,1.34
2019-04-25 00:00:00,181.92,24.16,60.17,1.39
2019-04-26 00:00:00,150.18,11.69,44.18,1.3
2019-04-27 00:00:00,221.62,26.42,68.42,1.85
2019-04-28 00:00:00,177.77,21.9,58.3,1.64
2019-04-29 00:00:00,160.32,10.0,36.75,1.52
2019-04-30 00:00:00,148.7,9.11,27.48,1.75
2019-05-01 00:00:00,121.76,8.99,25.13,2.06
2019-05-02 00:00:00,160.84,10.11,24.33,1.36
2019-05-03 00:00:00,194.69,13.47,36.9,1.38
2019-05-04 00:00:00,189.32,10.64,28.51,1.3
2019-05-05 00:00:00,189.89,15.48,39.53,1.33
2019-05-06 00:00:00,184.51,9.46,38.65,1.32
2019-05-07 00:00:00,138.03,9.84,26.61,1.34
2019-05-08 00:00:00,104.58,7.9,20.01,1.46
2019-05-09 00:00:00,165.47,19.5,36.9,1.54
2019-05-10 00:00:00,154.9,9.14,30.85,1.3
2019-05-11 00:00:00,173.85,13.85,34.3,1.34
2019-05-12 00:00:00,167.08,15.74,36.27,1.46
2019-05-13 00:00:00,151.73,11.2,32.97,1.41
2019-05-14 00:00:00,142.66,10.69,30.17,1.48
2019-05-15 00:00:00,143.36,13.59,31.55,2.24
2019-05-16 00:00:00,162.51,14.19,44.52,1.69
2019-05-17 00:00:00,138.3,7.77,27.87,1.6
2019-05-18 00:00:00,,,,
2019-05-19 00:00:00,,,,
2019-05-20 00:00:00,174.02,17.52,59.08,1.46
2019-05-21 00:00:00,102.53,10.57,45.28,1.3
2019-05-22 00:00:00,75.44,7.46,34.04,1.32
2019-05-23 00:00:00,115.84,11.78,46.44,1.36
2019-05-24 00:00:00,55.75,11.76,40.18,1.31
2019-05-25 00:00:00,126.93,10.6,37.15,1.3
2019-05-26 00:00:00,42.21,12.77,37.91,1.29
2019-05-27 00:00:00,95.23,7.96,46.36,1.37
2019-05-28 00:00:00,72.95,11.66,33.23,1.28
2019-05-29 00:00:00,,20.32,70.4,1.42
2019-05-30 00:00:00,,10.88,39.87,1.31
2019-05-31 00:00:00,,10.93,41.62,1.31
2019-06-01 00:00:00,,8.31,33.3,1.3
2019-06-02 00:00:00,,13.68,36.07,1.32
2019-06-03 00:00:00,,7.98,29.62,1.29
2019-06-04 00:00:00,,8.16,28.19,1.28
2019-06-05 00:00:00,,5.34,22.82,1.33
2019-06-06 00:00:00,,9.24,36.14,1.48
2019-06-07 00:00:00,,17.28,45.86,1.33
2019-06-08 00:00:00,,9.61,36.05,1.29
2019-06-09 00:00:00,,13.54,34.68,1.14
2019-06-10 00:00:00,,14.84,33.49,1.14
2019-06-11 00:00:00,,15.0,32.81,1.19
2019-06-12 00:00:00,,15.62,49.27,1.37
2019-06-13 00:00:00,,11.42,43.19,1.32
2019-06-14 00:00:00,93.32,9.11,39.14,1.26
2019-06-15 00:00:00,75.79,9.06,39.7,1.31
2019-06-16 00:00:00,71.0,6.5,32.45,1.24
2019-06-17 00:00:00,92.85,6.79,41.76,1.62
2019-06-18 00:00:00,73.23,7.06,33.01,1.3
2019-06-19 00:00:00,83.14,6.06,36.53,1.52
2019-06-20 00:00:00,69.04,7.88,37.48,1.46
2019-06-21 00:00:00,77.32,8.24,38.44,1.35
2019-06-22 00:00:00,87.14,10.71,47.6,1.47
2019-06-23 00:00:00,74.06,11.83,48.51,1.5
2019-06-24 00:00:00,101.25,10.65,45.49,0.79
2019-06-25 00:00:00,127.54,10.72,50.41,1.51
2019-06-26 00:00:00,86.7,9.07,34.87,1.43
2019-06-27 00:00:00,95.34,6.61,32.82,1.36
2019-06-28 00:00:00,120.99,6.69,30.09,1.35
2019-06-29 00:00:00,161.41,11.23,43.02,1.38
2019-06-30 00:00:00,137.56,2.85,16.7,1.1
2019-07-01 00:00:00,156.5,5.87,30.34,1.36
2019-07-02 00:00:00,127.45,8.64,35.75,1.4
2019-07-03 00:00:00,122.82,8.0,33.42,1.39
2019-07-04 00:00:00,142.27,13.82,48.47,1.62
2019-07-05 00:00:00,129.22,13.62,44.32,1.48
2019-07-06 00:00:00,130.35,18.02,57.44,1.48
2019-07-07 00:00:00,181.86,15.47,53.04,1.35
2019-07-08 00:00:00,133.44,9.12,34.22,1.35
2019-07-09 00:00:00,106.93,8.96,32.69,1.36
2019-07-10 00:00:00,103.46,8.64,35.1,1.31
2019-07-11 00:00:00,104.18,6.16,31.35,1.28
2019-07-12 00:00:00,106.18,7.13,32.18,1.23
2019-07-13 00:00:00,119.65,9.94,38.93,1.44
2019-07-14 00:00:00,100.92,9.91,37.44,1.3
2019-07-15 00:00:00,100.32,6.47,29.14,1.21
2019-07-16 00:00:00,56.89,9.04,30.86,1.18
2019-07-17 00:00:00,,,,
2019-07-18 00:00:00,,,,
2019-07-19 00:00:00,,,,
2019-07-20 00:00:00,141.43,16.32,57.63,1.6
2019-07-21 00:00:00,110.0,17.62,55.9,1.43
2019-07-22 00:00:00,101.3,14.0,51.25,1.49
2019-07-23 00:00:00,82.21,12.6,45.38,1.49
2019-07-24 00:00:00,114.67,10.15,38.61,1.51
2019-07-25 00:00:00,99.84,7.27,33.48,1.39
2019-07-26 00:00:00,101.1,12.27,43.87,1.49
2019-07-27 00:00:00,,,,
2019-07-28 00:00:00,,,,
2019-07-29 00:00:00,147.01,9.37,37.46,1.47
2019-07-30 00:00:00,111.47,8.29,32.56,1.44
2019-07-31 00:00:00,101.32,4.36,23.09,1.04
2019-08-01 00:00:00,123.12,6.32,30.26,1.24
2019-08-02 00:00:00,103.64,9.58,35.17,1.38
2019-08-03 00:00:00,156.41,14.17,52.94,1.76
2019-08-04 00:00:00,137.54,18.21,55.53,1.32
2019-08-05 00:00:00,86.72,8.71,35.53,1.2
2019-08-06 00:00:00,75.7,11.33,32.63,1.37
2019-08-07 00:00:00,56.28,9.36,30.33,1.36
2019-08-08 00:00:00,38.87,2.54,11.69,0.94
2019-08-09 00:00:00,99.52,22.93,67.86,1.77
2019-08-10 00:00:00,90.99,12.43,41.35,1.44
2019-08-11 00:00:00,72.56,8.26,28.17,1.22
2019-08-12 00:00:00,105.27,7.66,29.83,1.51
2019-08-13 00:00:00,79.79,7.64,30.96,1.33
2019-08-14 00:00:00,88.65,10.64,32.53,1.55
2019-08-15 00:00:00,,,,
2019-08-16 00:00:00,79.27,13.66,32.97,1.59
2019-08-17 00:00:00,105.14,7.8,30.79,1.5
2019-08-18 00:00:00,46.48,11.25,35.67,1.34
2019-08-19 00:00:00,102.27,6.21,34.66,1.5
2019-08-20 00:00:00,62.5,8.87,24.69,1.38
2019-08-21 00:00:00,57.77,10.25,26.29,1.39
2019-08-22 00:00:00,91.62,10.6,25.06,1.52
2019-08-23 00:00:00,73.54,11.35,26.84,1.39
2019-08-24 00:00:00,102.98,15.71,34.01,1.63
2019-08-25 00:00:00,97.87,16.41,32.0,1.52
2019-08-26 00:00:00,160.95,14.16,41.16,1.6
2019-08-27 00:00:00,124.94,17.4,41.86,1.64
2019-08-28 00:00:00,103.66,14.47,31.63,1.38
2019-08-29 00:00:00,166.3,17.01,47.78,1.71
2019-08-30 00:00:00,159.28,19.35,50.07,1.73
2019-08-31 00:00:00,132.56,20.27,45.04,1.61
2019-09-01 00:00:00,93.53,18.47,38.45,1.42
2019-09-02 00:00:00,,,,
2019-09-03 00:00:00,91.63,11.91,31.13,1.51
2019-09-04 00:00:00,90.35,19.07,41.91,1.66
2019-09-05 00:00:00,81.83,14.6,33.43,1.5
2019-09-06 00:00:00,82.43,13.03,32.1,1.47
2019-09-07 00:00:00,103.41,17.9,40.65,1.72
2019-09-08 00:00:00,94.75,14.48,32.52,1.39
2019-09-09 00:00:00,97.39,14.09,34.18,1.53
2019-09-10 00:00:00,127.94,,,1.54
2019-09-11 00:00:00,125.54,14.18,36.92,1.5
2019-09-12 00:00:00,106.07,11.72,28.96,1.42
