Date,Majestic_PM10,Majestic_NO,Majestic_NO2,Majestic_CO,Peenya_PM25,Peenya_NO,Peenya_NO2,Peenya_CO,temp_mean,wind_speed,Year,Annual_Vehicle_Total,Vehicle_Total_Scaled,T,BS4_P,BS4_TP,Metro_P,Metro_TP
2016-12-29,123.63,28.77,116.81,0.74,45.44,5.02,19.78,29.37099567099567,19.8,2.28,2016,7395314.0,-0.5768892883543146,363,0,0,0,0
2016-12-30,129.54,15.57,76.1,1.04,54.43,5.06,19.76,29.238095238095237,19.48,2.39,2016,7395314.0,-0.5768892883543146,364,0,0,0,0
2016-12-31,128.8,20.23,90.9,1.12,49.38,3.25,11.82,29.105194805194806,19.58,2.4,2016,7395314.0,-0.5768892883543146,365,0,0,0,0
2017-01-01,104.76,12.88,68.64,1.05,54.35,6.915000000000001,31.26,28.97229437229437,19.48,2.12,2017,7395314.0,-0.5768892883543146,366,0,0,0,0
2017-01-02,106.41,19.62,78.29,1.13,59.32,10.58,50.7,28.83939393939394,19.71,1.85,2017,7395314.0,-0.5768892883543146,367,0,0,0,0
2017-01-03,105.45,17.21,79.98,1.06,46.19,283.35,204.81,28.706493506493505,19.79,2.28,2017,7395314.0,-0.5768892883543146,368,0,0,0,0
2017-01-04,121.78,15.2,78.52,1.14,68.24,3.09,42.98,28.573593073593074,20.35,1.8,2017,7395314.0,-0.5768892883543146,369,0,0,0,0
2017-01-05,113.64,15.75,75.16,1.08,36.73,4.3,13.08,28.44069264069264,20.17,1.89,2017,7395314.0,-0.5768892883543146,370,0,0,0,0
2017-01-06,133.58,22.27,94.68,1.3,27.53,0.96,22.86,28.307792207792208,20.08,1.48,2017,7395314.0,-0.5768892883543146,371,0,0,0,0
2017-01-07,139.3,21.91,95.57,1.32,25.36,3.22,24.79,28.174891774891773,20.49,1.41,2017,7395314.0,-0.5768892883543146,372,0,0,0,0
2017-01-08,124.97,11.11,65.8,1.09,38.91,1.75,22.51,28.04199134199134,20.52,1.85,2017,7395314.0,-0.5768892883543146,373,0,0,0,0
2017-01-09,134.96,22.15,96.58,1.46,262.07,1.73,21.94,27.909090909090907,20.77,1.63,2017,7395314.0,-0.5768892883543146,374,0,0,0,0
2017-01-10,127.02,7.99,61.01,1.01,18.97,1.64,19.93,27.776190476190475,20.57,1.26,2017,7395314.0,-0.5768892883543146,375,0,0,0,0
2017-01-11,141.42,13.02,79.8,1.36,52.86,3.88,22.09,27.643290043290044,21.07,1.22,2017,7395314.0,-0.5768892883543146,376,0,0,0,0
2017-01-12,138.79,16.41,82.16,1.29,54.655,3.825,23.18,27.51038961038961,21.59,1.59,2017,7395314.0,-0.5768892883543146,377,0,0,0,0
2017-01-13,110.61,8.94,49.43,0.91,56.45,3.77,24.27,27.377489177489178,22.23,2.31,2017,7395314.0,-0.5768892883543146,378,0,0,0,0
2017-01-14,97.39,10.986666666666666,52.31,0.0,39.99,2.67,13.44,27.244588744588743,21.57,2.9,2017,7395314.0,-0.5768892883543146,379,0,0,0,0
2017-01-15,84.17,13.033333333333333,55.19,0.0,33.59,1.3,10.2,27.11168831168831,21.1,2.79,2017,7395314.0,-0.5768892883543146,380,0,0,0,0
2017-01-16,70.95,15.08,58.07,0.68,39.87,3.43,20.37,26.978787878787877,21.09,2.3,2017,7395314.0,-0.5768892883543146,381,0,0,0,0
2017-01-17,129.73,12.09,65.11,1.71,36.97,2.11,12.72,26.845887445887445,20.29,2.49,2017,7395314.0,-0.5768892883543146,382,0,0,0,0
2017-01-18,109.85,9.01,55.6,0.88,38.83,5.12,25.6,26.712987012987014,20.08,3.36,2017,7395314.0,-0.5768892883543146,383,0,0,0,0
2017-01-19,102.65,14.6,69.11,1.23,32.52,5.34,21.85,26.58008658008658,20.02,3.55,2017,7395314.0,-0.5768892883543146,384,0,0,0,0
2017-01-20,117.55,15.62,73.3,1.03,39.59,5.28,22.77,26.447186147186144,20.81,3.18,2017,7395314.0,-0.5768892883543146,385,0,0,0,0
2017-01-21,101.9,16.51,69.06,0.95,39.79,0.18,14.99,26.314285714285713,22.36,3.99,2017,7395314.0,-0.5768892883543146,386,0,0,0,0
2017-01-22,103.67,17.24,77.1,0.99,44.575,5.539999999999999,22.68,26.181385281385282,22.79,3.46,2017,7395314.0,-0.5768892883543146,387,0,0,0,0
2017-01-23,121.03,18.11,82.92,1.03,49.36,10.9,30.37,26.048484848484847,21.62,3.49,2017,7395314.0,-0.5768892883543146,388,0,0,0,0
2017-01-24,122.3,13.44,72.19,0.99,50.22,7.48,26.1,25.915584415584416,22.15,3.49,2017,7395314.0,-0.5768892883543146,389,0,0,0,0
2017-01-25,115.39,14.64,75.53,1.07,43.25,6.96,23.29,25.78268398268398,22.04,3.44,2017,7395314.0,-0.5768892883543146,390,0,0,0,0
2017-01-26,108.39,12.33,58.92,1.04,35.3,1.78,12.82,25.64978354978355,22.17,3.11,2017,7395314.0,-0.5768892883543146,391,0,0,0,0
2017-01-27,83.89,12.58,54.13,1.12,34.0,6.99,22.13,25.516883116883115,22.55,2.71,2017,7395314.0,-0.5768892883543146,392,0,0,0,0
2017-01-28,60.58,13.41,53.79,1.15,41.25333333333333,9.423333333333334,27.136666666666663,25.383982683982683,23.54,3.25,2017,7395314.0,-0.5768892883543146,393,0,0,0,0
2017-01-29,60.87,10.15,46.18,1.16,48.50666666666666,11.856666666666666,32.14333333333333,25.251082251082252,23.74,2.8,2017,7395314.0,-0.5768892883543146,394,0,0,0,0
2017-01-30,85.06,15.45,72.61,1.37,55.76,14.29,37.15,25.118181818181817,22.82,2.34,2017,7395314.0,-0.5768892883543146,395,0,0,0,0
2017-01-31,78.68,13.1,67.8,1.27,34.6,1.41,18.06,24.985281385281382,23.02,2.37,2017,7395314.0,-0.5768892883543146,396,0,0,0,0
2017-02-01,81.75,13.14,75.81,2.76,40.44,4.2,26.42,24.85238095238095,21.84,2.25,2017,7395314.0,-0.5768892883543146,397,0,0,0,0
2017-02-02,82.83,10.89,109.57,1.33,60.3,9.51,40.96,24.71948051948052,21.25,2.8,2017,7395314.0,-0.5768892883543146,398,0,0,0,0
2017-02-03,94.46,14.79,105.33,1.06,44.59,17.41,49.71,24.586580086580085,21.46,2.35,2017,7395314.0,-0.5768892883543146,399,0,0,0,0
2017-02-04,77.97333333333333,18.296666666666667,104.93333333333334,0.0,52.21,2.01,15.35,24.453679653679654,21.91,2.48,2017,7395314.0,-0.5768892883543146,400,0,0,0,0
2017-02-05,61.486666666666665,21.80333333333333,104.53666666666666,0.0,32.91,7.73,23.48,24.32077922077922,21.71,1.9,2017,7395314.0,-0.5768892883543146,401,0,0,0,0
2017-02-06,45.0,25.31,104.14,0.67,26.31,0.77,21.87,24.187878787878788,21.83,1.89,2017,7395314.0,-0.5768892883543146,402,0,0,0,0
2017-02-07,105.17,24.86,148.85,1.52,30.2,392.52,22.86,24.054978354978353,22.35,1.64,2017,7395314.0,-0.5768892883543146,403,0,0,0,0
2017-02-08,93.16,16.19,115.38,1.31,31.79,2.62,23.85,23.92207792207792,22.66,2.34,2017,7395314.0,-0.5768892883543146,404,0,0,0,0
2017-02-09,102.72,26.51,162.03,1.44,190.16,1.91,23.26,23.78917748917749,22.46,2.04,2017,7395314.0,-0.5768892883543146,405,0,0,0,0
2017-02-10,101.98,19.51,130.98,1.28,22.8,1.57,19.66,23.656277056277055,22.57,2.28,2017,7395314.0,-0.5768892883543146,406,0,0,0,0
2017-02-11,89.49,24.73,137.91,1.26,120.22,4.53,23.25,23.52337662337662,22.45,2.09,2017,7395314.0,-0.5768892883543146,407,0,0,0,0
2017-02-12,81.6,19.34,112.18,1.16,75.705,4.135,18.2,23.39047619047619,22.03,3.17,2017,7395314.0,-0.5768892883543146,408,0,0,0,0
2017-02-13,72.28,22.06,114.41,1.15,31.19,3.74,13.15,23.257575757575758,21.65,3.84,2017,7395314.0,-0.5768892883543146,409,0,0,0,0
2017-02-14,69.24,13.8,95.48,1.51,34.79,3.79,13.74,23.124675324675323,22.68,4.3,2017,7395314.0,-0.5768892883543146,410,0,0,0,0
2017-02-15,78.75,16.36,110.09,1.77,40.38,6.58,20.21,22.99177489177489,22.77,3.45,2017,7395314.0,-0.5768892883543146,411,0,0,0,0
2017-02-16,86.74,17.27,121.12,2.16,35.66,6.24,21.7,22.858874458874457,21.45,3.86,2017,7395314.0,-0.5768892883543146,412,0,0,0,0
2017-02-17,112.54,16.45,127.17,2.4,47.78,2.98,16.47,22.725974025974025,21.43,3.53,2017,7395314.0,-0.5768892883543146,413,0,0,0,0
2017-02-18,98.08,23.16,151.36,2.24,47.59,3.89,20.59,22.59307359307359,22.73,3.32,2017,7395314.0,-0.5768892883543146,414,0,0,0,0
2017-02-19,107.97,33.21,186.49,2.27,41.73,1.53,19.73,22.46017316017316,23.95,1.84,2017,7395314.0,-0.5768892883543146,415,0,0,0,0
2017-02-20,116.86,39.72,180.17,1.82,55.17,7.6,33.37,22.327272727272728,25.05,1.45,2017,7395314.0,-0.5768892883543146,416,0,0,0,0
2017-02-21,125.48,31.19,131.17,1.07,52.3,6.72,35.99,22.194372294372293,25.64,1.82,2017,7395314.0,-0.5768892883543146,417,0,0,0,0
2017-02-22,116.79,19.04,84.39,1.59,46.13,2.87,29.68,22.06147186147186,25.96,1.83,2017,7395314.0,-0.5768892883543146,418,0,0,0,0
2017-02-23,104.78,22.48,92.07,0.75,54.52,3.18,25.16,21.928571428571427,25.73,2.82,2017,7395314.0,-0.5768892883543146,419,0,0,0,0
2017-02-24,92.23,17.89,77.54,0.74,45.94,4.87,21.97,21.795670995670996,25.8,3.32,2017,7395314.0,-0.5768892883543146,420,0,0,0,0
2017-02-25,86.75,18.37,76.65,0.78,42.63,4.19,17.94,21.66277056277056,25.89,2.59,2017,7395314.0,-0.5768892883543146,421,0,0,0,0
2017-02-26,90.68,16.1,67.39,0.69,37.7,2.84,8.41,21.52987012987013,25.44,2.86,2017,7395314.0,-0.5768892883543146,422,0,0,0,0
2017-02-27,85.61,18.59,73.03,0.75,44.61,4.22,18.33,21.3969696969697,23.3,3.23,2017,7395314.0,-0.5768892883543146,423,0,0,0,0
2017-02-28,87.58,18.43,72.69,0.82,35.56,3.1,23.63,21.264069264069263,23.99,3.33,2017,7395314.0,-0.5768892883543146,424,0,0,0,0
2017-03-01,93.16,19.61,85.24,0.69,27.67,3.67,13.9,21.13116883116883,23.87,3.55,2017,7395314.0,-0.5768892883543146,425,0,0,0,0
2017-03-02,84.37,18.28,76.42,0.7,42.9,2.71,31.74,20.998268398268397,24.03,2.74,2017,7395314.0,-0.5768892883543146,426,0,0,0,0
2017-03-03,91.68,19.17,71.73,0.75,38.35,6.09,33.09,20.865367965367966,24.84,2.45,2017,7395314.0,-0.5768892883543146,427,0,0,0,0
2017-03-04,73.46,20.8,68.44,0.72,74.43,26.53,85.66,20.73246753246753,26.37,2.71,2017,7395314.0,-0.5768892883543146,428,0,0,0,0
2017-03-05,78.18,13.13,42.01,0.73,65.3,12.7,40.91,20.599567099567096,26.56,1.8,2017,7395314.0,-0.5768892883543146,429,0,0,0,0
2017-03-06,72.69,11.63,37.57,0.7,28.82,1.32,21.71,20.466666666666665,27.32,2.15,2017,7395314.0,-0.5768892883543146,430,0,0,0,0
2017-03-07,81.42,16.46,58.2,0.71,25.37,146.3,419.69,20.333766233766234,25.47,2.13,2017,7395314.0,-0.5768892883543146,431,0,0,0,0
2017-03-08,85.43,13.57,55.56,1.16,30.85,1.94,22.28,20.2008658008658,25.19,0.98,2017,7395314.0,-0.5768892883543146,432,0,0,0,0
2017-03-09,95.03,12.62,54.58,0.64,7.83,1.67,21.27,20.067965367965368,25.97,1.67,2017,7395314.0,-0.5768892883543146,433,0,0,0,0
2017-03-10,71.81,7.84,28.49,0.57,25.32,1.64,20.32,19.935064935064936,26.13,1.82,2017,7395314.0,-0.5768892883543146,434,0,0,0,0
2017-03-11,49.25,4.68,26.43,0.42,101.93,4.04,22.94,19.8021645021645,26.32,1.43,2017,7395314.0,-0.5768892883543146,435,0,0,0,0
2017-03-12,60.93,8.74,34.52,0.44,84.14500000000001,5.3100000000000005,22.415,19.669264069264067,25.8,1.35,2017,7395314.0,-0.5768892883543146,436,0,0,0,0
2017-03-13,57.57,5.86,33.03,0.45,66.36,6.58,21.89,19.536363636363635,26.75,1.83,2017,7395314.0,-0.5768892883543146,437,0,0,0,0
2017-03-14,71.02,11.32,40.51,0.67,32.04,7.13,21.12,19.403463203463204,25.22,2.5,2017,7395314.0,-0.5768892883543146,438,0,0,0,0
2017-03-15,61.43,11.79,38.8,0.68,27.27,8.72,23.44,19.27056277056277,25.09,3.27,2017,7395314.0,-0.5768892883543146,439,0,0,0,0
2017-03-16,63.94,8.9,30.02,0.61,38.08,6.33,23.84,19.137662337662334,24.54,1.8,2017,7395314.0,-0.5768892883543146,440,0,0,0,0
2017-03-17,48.09,10.19,47.4,0.28,54.65,8.5,38.94,19.004761904761907,26.34,1.03,2017,7395314.0,-0.5768892883543146,441,0,0,0,0
2017-03-18,88.12,11.7,56.51,0.96,44.51,8.09,25.73,18.87186147186147,27.77,1.63,2017,7395314.0,-0.5768892883543146,442,0,0,0,0
2017-03-19,80.9,7.39,28.34,0.6,42.72,7.18,21.63,18.738961038961037,27.54,2.29,2017,7395314.0,-0.5768892883543146,443,0,0,0,0
2017-03-20,50.46,7.38,38.47,0.39,54.43,8.34,27.07,18.606060606060606,27.81,1.69,2017,7395314.0,-0.5768892883543146,444,0,0,0,0
2017-03-21,94.38,10.5,52.61,0.73,48.93,8.8,27.7,18.473160173160174,26.71,2.2,2017,7395314.0,-0.5768892883543146,445,0,0,0,0
2017-03-22,106.65,24.31,114.92,1.22,58.5,8.12,30.3,18.34025974025974,26.41,2.39,2017,7395314.0,-0.5768892883543146,446,0,0,0,0
2017-03-23,100.53,16.16,81.52,0.96,75.7,8.72,34.61,18.207359307359305,26.06,2.24,2017,7395314.0,-0.5768892883543146,447,0,0,0,0
2017-03-24,105.4,8.13,68.55,0.83,88.54,9.18,38.39,18.074458874458873,26.32,2.89,2017,7395314.0,-0.5768892883543146,448,0,0,0,0
2017-03-25,113.26,13.42,59.88,0.95,54.63,8.51,33.31,17.941558441558442,26.72,2.9,2017,7395314.0,-0.5768892883543146,449,0,0,0,0
2017-03-26,118.39,5.5,39.7,0.58,54.98,7.81,25.07,17.808658008658007,27.17,3.27,2017,7395314.0,-0.5768892883543146,450,0,0,0,0
2017-03-27,117.02,2.24,22.52,0.33,53.88,8.71,39.7,17.675757575757572,26.59,3.19,2017,7395314.0,-0.5768892883543146,451,0,0,0,0
2017-03-28,55.18,4.84,35.49,0.38,101.95,4.79,51.57,17.542857142857144,27.54,3.1,2017,7395314.0,-0.5768892883543146,452,0,0,0,0
2017-03-29,86.53,2.55,41.12,0.88,55.08,1.9,23.53,17.40995670995671,28.12,2.51,2017,7395314.0,-0.5768892883543146,453,0,0,0,0
2017-03-30,63.5,2.93,34.63,0.78,65.3,3.14,38.43,17.277056277056275,28.04,2.58,2017,7395314.0,-0.5768892883543146,454,0,0,0,0
2017-03-31,99.19,17.89,77.3,1.41,80.45,5.07,54.65,17.144155844155843,28.1,3.39,2017,7395314.0,-0.5768892883543146,455,0,0,0,0
2017-04-01,108.56,12.5,62.67,1.03,45.96,5.08,21.45,17.011255411255412,28.54,2.01,2017,7395314.0,-0.5768892883543146,456,1,456,0,0
2017-04-02,103.27,7.6,46.68,0.85,42.9,1.71,26.44,16.878354978354977,29.57,2.34,2017,7395314.0,-0.5768892883543146,457,1,457,0,0
2017-04-03,107.22,9.34,50.71,1.0,41.98,11.73,36.6,16.745454545454542,29.39,2.56,2017,7395314.0,-0.5768892883543146,458,1,458,0,0
2017-04-04,98.82,2.93,32.55,0.84,44.61,4.91,27.73,16.61255411255411,29.24,2.47,2017,7395314.0,-0.5768892883543146,459,1,459,0,0
2017-04-05,78.49,2.25,24.35,0.76,50.52,10.72,26.95,16.47965367965368,30.1,1.47,2017,7395314.0,-0.5768892883543146,460,1,460,0,0
2017-04-06,49.41,4.37,24.78,0.51,41.47,7.686666666666667,25.076666666666664,16.346753246753245,30.59,1.86,2017,7395314.0,-0.5768892883543146,461,1,461,0,0
2017-04-07,81.29,5.11,29.23,0.86,32.42,4.653333333333333,23.203333333333333,16.213852813852814,30.23,1.92,2017,7395314.0,-0.5768892883543146,462,1,462,0,0
2017-04-08,103.36,12.79,43.86,1.03,23.37,1.62,21.33,16.080952380952382,30.79,2.93,2017,7395314.0,-0.5768892883543146,463,1,463,0,0
2017-04-09,88.21,12.03,38.18,0.88,52.36,1.86,22.74,15.948051948051948,30.07,2.61,2017,7395314.0,-0.5768892883543146,464,1,464,0,0
2017-04-10,92.01,12.16,37.02,1.22,25.15,1.64,20.17,15.815151515151515,30.41,2.52,2017,7395314.0,-0.5768892883543146,465,1,465,0,0
2017-04-11,90.2,9.4,33.63,0.79,66.01,4.05,22.84,15.682251082251081,30.9,2.66,2017,7395314.0,-0.5768892883543146,466,1,466,0,0
2017-04-12,84.83,6.99,20.14,0.75,66.45500000000001,4.05,24.689999999999998,15.549350649350648,29.53,2.75,2017,7395314.0,-0.5768892883543146,467,1,467,0,0
2017-04-13,105.33,16.27,53.73,1.05,66.9,4.05,26.54,15.416450216450215,29.44,2.91,2017,7395314.0,-0.5768892883543146,468,1,468,0,0
2017-04-14,104.14,12.36,44.66,0.97,61.65,5.38,29.94,15.283549783549782,28.97,2.63,2017,7395314.0,-0.5768892883543146,469,1,469,0,0
2017-04-15,104.39,19.02,57.32,0.97,64.78,2.44,22.86,15.15064935064935,29.45,2.29,2017,7395314.0,-0.5768892883543146,470,1,470,0,0
2017-04-16,99.5,9.46,33.37,0.86,61.620000000000005,2.255,25.785,15.017748917748916,30.46,1.86,2017,7395314.0,-0.5768892883543146,471,1,471,0,0
2017-04-17,79.62,9.51,26.67,0.87,58.46,2.07,28.71,14.884848484848485,30.2,2.05,2017,7395314.0,-0.5768892883543146,472,1,472,0,0
2017-04-18,65.29,6.45,19.85,0.75,45.09,3.88,22.08,14.751948051948052,29.82,1.44,2017,7395314.0,-0.5768892883543146,473,1,473,0,0
2017-04-19,82.62,7.61,20.92,0.78,48.95,8.12,21.59,14.619047619047617,30.38,1.7,2017,7395314.0,-0.5768892883543146,474,1,474,0,0
2017-04-20,50.46,9.68,24.95,0.62,38.43,6.56,8.58,14.486147186147186,30.12,1.76,2017,7395314.0,-0.5768892883543146,475,1,475,0,0
2017-04-21,79.43,7.85,20.03,0.73,30.76,3.86,19.03,14.35324675324675,27.54,2.35,2017,7395314.0,-0.5768892883543146,476,1,476,0,0
2017-04-22,59.32,7.34,15.06,0.69,30.84,5.34,19.65,14.22034632034632,28.92,2.38,2017,7395314.0,-0.5768892883543146,477,1,477,0,0
2017-04-23,60.96,5.5,5.29,0.72,33.64,2.6,13.9,14.087445887445888,29.18,2.55,2017,7395314.0,-0.5768892883543146,478,1,478,0,0
2017-04-24,50.195,5.825,12.34,0.0,43.83,3.72,27.69,13.954545454545453,29.94,2.23,2017,7395314.0,-0.5768892883543146,479,1,479,0,0
2017-04-25,39.43,6.15,19.39,0.44,38.41,2.85,13.82,13.821645021645022,30.06,2.31,2017,7395314.0,-0.5768892883543146,480,1,480,0,0
2017-04-26,127.27,19.36,68.1,1.68,62.32,4.44,43.37,13.688744588744587,28.6,1.44,2017,7395314.0,-0.5768892883543146,481,1,481,0,0
2017-04-27,98.66,11.6,40.28,0.99,48.2,3.44,20.97,13.555844155844156,29.59,1.87,2017,7395314.0,-0.5768892883543146,482,1,482,0,0
2017-04-28,83.33,9.26,33.75,0.95,180.25,3.45,28.31,13.422943722943721,30.51,0.99,2017,7395314.0,-0.5768892883543146,483,1,483,0,0
2017-04-29,76.76,13.31,44.18,0.87,21.17,3.41,24.75,13.29004329004329,30.85,0.83,2017,7395314.0,-0.5768892883543146,484,1,484,0,0
2017-04-30,113.29,16.43,57.12,0.91,32.255,3.5700000000000003,20.115000000000002,13.157142857142855,29.92,1.32,2017,7395314.0,-0.5768892883543146,485,1,485,0,0
2017-05-01,79.03,11.05,43.14,0.78,43.34,3.73,15.48,13.024242424242424,28.12,1.5,2017,7395314.0,-0.5768892883543146,486,1,486,0,0
2017-05-02,79.3,12.88,47.6,0.9,37.97,1.2,27.71,12.891341991341989,27.34,1.44,2017,7395314.0,-0.5768892883543146,487,1,487,0,0
2017-05-03,85.22,11.45,39.95,0.85,30.41,3.12,16.4,12.758441558441557,28.4,2.17,2017,7395314.0,-0.5768892883543146,488,1,488,0,0
2017-05-04,90.19,13.6,50.87,0.93,43.52,8.23,26.41,12.625541125541126,29.8,1.73,2017,7395314.0,-0.5768892883543146,489,1,489,0,0
2017-05-05,85.15,12.88,48.7,0.98,53.12,8.9,20.47,12.492640692640691,30.91,2.51,2017,7395314.0,-0.5768892883543146,490,1,490,0,0
2017-05-06,92.6,11.38,40.25,0.73,35.61,0.96,22.92,12.35974025974026,30.76,2.14,2017,7395314.0,-0.5768892883543146,491,1,491,0,0
2017-05-07,74.7,10.72,36.71,0.71,31.83,1.335,22.545,12.226839826839825,29.47,1.51,2017,7395314.0,-0.5768892883543146,492,1,492,0,0
2017-05-08,54.69,9.74,32.06,0.73,28.05,1.71,22.17,12.093939393939394,25.76,1.54,2017,7395314.0,-0.5768892883543146,493,1,493,0,0
2017-05-09,56.02,9.43,24.93,0.65,14.11,2.0,22.47,11.961038961038959,26.86,1.97,2017,7395314.0,-0.5768892883543146,494,1,494,0,0
2017-05-10,76.08,15.09,52.06,1.1,27.94,1.65,20.05,11.828138528138528,26.96,1.34,2017,7395314.0,-0.5768892883543146,495,1,495,0,0
2017-05-11,34.95,9.53,28.34,0.66,47.52,4.01,22.4,11.695238095238093,25.73,1.06,2017,7395314.0,-0.5768892883543146,496,1,496,0,0
2017-05-12,63.19,15.07,41.56,0.93,53.435,2.65,18.97,11.562337662337661,27.28,1.63,2017,7395314.0,-0.5768892883543146,497,1,497,0,0
2017-05-13,74.89,8.81,26.68,0.9,59.35,1.29,15.54,11.42943722943723,28.46,1.19,2017,7395314.0,-0.5768892883543146,498,1,498,0,0
2017-05-14,70.19,8.61,21.47,0.75,54.87,2.45,28.48,11.296536796536795,28.98,2.0,2017,7395314.0,-0.5768892883543146,499,1,499,0,0
2017-05-15,50.06,7.89,18.74,0.72,31.87,2.1,25.72,11.163636363636364,27.43,2.7,2017,7395314.0,-0.5768892883543146,500,1,500,0,0
2017-05-16,65.55,8.08,26.71,0.71,30.23,1.12,23.12,11.03073593073593,30.24,1.57,2017,7395314.0,-0.5768892883543146,501,1,501,0,0
2017-05-17,65.67,5.71,23.65,0.74,50.1,0.63,23.0,10.897835497835498,29.32,2.44,2017,7395314.0,-0.5768892883543146,502,1,502,0,0
2017-05-18,58.6,12.44,36.74,0.69,47.41,0.57,22.18,10.764935064935063,27.18,2.57,2017,7395314.0,-0.5768892883543146,503,1,503,0,0
2017-05-19,47.27,12.13,40.15,0.72,40.84,1.27,23.63,10.632034632034632,24.69,3.0,2017,7395314.0,-0.5768892883543146,504,1,504,0,0
2017-05-20,67.23,20.59,53.79,0.76,47.08,1.17,21.52,10.499134199134197,26.12,2.67,2017,7395314.0,-0.5768892883543146,505,1,505,0,0
2017-05-21,50.16,12.74,40.53,0.68,29.63,1.02,20.93,10.366233766233766,24.62,2.66,2017,7395314.0,-0.5768892883543146,506,1,506,0,0
2017-05-22,71.84,15.58,41.62,0.65,30.72,1.31,22.56,10.23333333333333,25.49,2.01,2017,7395314.0,-0.5768892883543146,507,1,507,0,0
2017-05-23,62.12,15.4,47.85,0.72,47.58,1.56,24.15,10.1004329004329,27.97,1.97,2017,7395314.0,-0.5768892883543146,508,1,508,0,0
2017-05-24,56.18,9.4,31.47,0.61,28.62,0.94,21.55,9.967532467532468,27.52,2.52,2017,7395314.0,-0.5768892883543146,509,1,509,0,0
2017-05-25,61.32,12.77,33.31,0.81,37.71,1.05,22.46,9.834632034632033,26.17,3.26,2017,7395314.0,-0.5768892883543146,510,1,510,0,0
2017-05-26,67.45,15.66,30.87,0.82,32.17,0.83,21.21,9.701731601731602,26.84,2.79,2017,7395314.0,-0.5768892883543146,511,1,511,0,0
2017-05-27,44.54,17.53,37.01,0.78,23.94,0.99,22.56,9.568831168831167,24.69,2.23,2017,7395314.0,-0.5768892883543146,512,1,512,0,0
2017-05-28,53.04,15.06,26.36,0.57,25.71,0.77,21.21,9.435930735930736,25.5,3.72,2017,7395314.0,-0.5768892883543146,513,1,513,0,0
2017-05-29,61.36,15.69,27.97,0.66,29.82,2.09,24.72,9.303030303030301,26.15,4.75,2017,7395314.0,-0.5768892883543146,514,1,514,0,0
2017-05-30,56.14,13.13,26.5,0.67,34.32,0.75,21.81,9.17012987012987,26.23,4.89,2017,7395314.0,-0.5768892883543146,515,1,515,0,0
2017-05-31,33.39,6.8,21.72,0.25,29.67,0.85,21.97,9.037229437229435,25.87,4.02,2017,7395314.0,-0.5768892883543146,516,1,516,0,0
2017-06-01,60.04,10.58,44.16,0.58,51.66,4.78,24.01,8.904329004329004,25.9,3.22,2017,7395314.0,-0.5768892883543146,517,1,517,0,0
2017-06-02,59.74,12.52,49.28,0.63,43.46,1.86,33.82,8.771428571428569,25.08,3.17,2017,7395314.0,-0.5768892883543146,518,1,518,0,0
2017-06-03,57.36,15.87,54.37,0.61,37.05,6.34,23.28,8.638528138528137,24.54,4.68,2017,7395314.0,-0.5768892883543146,519,1,519,0,0
2017-06-04,68.765,12.585,52.0,0.875,38.07,6.75,14.37,8.505627705627706,25.4,3.21,2017,7395314.0,-0.5768892883543146,520,1,520,0,0
2017-06-05,80.17,9.3,49.63,1.14,90.17,10.13,34.69,8.372727272727271,26.29,3.58,2017,7395314.0,-0.5768892883543146,521,1,521,0,0
2017-06-06,49.93,9.18,41.57,1.11,30.39,0.86,22.3,8.23982683982684,24.58,3.27,2017,7395314.0,-0.5768892883543146,522,1,522,0,0
2017-06-07,33.1,6.77,34.0,0.97,27.02,1.285,22.07,8.106926406926405,23.14,4.4,2017,7395314.0,-0.5768892883543146,523,1,523,0,0
2017-06-08,72.9,6.04,35.88,1.11,23.65,1.71,21.84,7.974025974025974,22.82,4.31,2017,7395314.0,-0.5768892883543146,524,1,524,0,0
2017-06-09,81.4,11.51,41.34,1.09,37.25,1.77,21.78,7.841125541125539,23.41,4.48,2017,7395314.0,-0.5768892883543146,525,1,525,0,0
2017-06-10,91.31,17.14,52.89,1.1,26.93,1.69,19.97,7.708225108225108,23.29,5.1,2017,7395314.0,-0.5768892883543146,526,1,526,0,0
2017-06-11,68.74,19.14,52.76,1.03,13.16,4.21,22.96,7.575324675324673,23.63,5.59,2017,7395314.0,-0.5768892883543146,527,1,527,0,0
2017-06-12,62.65,22.51,49.89,1.16,87.72,2.565,22.755000000000003,7.4424242424242415,23.76,4.29,2017,7395314.0,-0.5768892883543146,528,1,528,0,0
2017-06-13,82.68,16.65,45.6,1.32,29.17,0.92,22.55,7.30952380952381,25.02,3.72,2017,7395314.0,-0.5768892883543146,529,1,529,0,0
2017-06-14,93.08,15.91,49.04,1.23,25.34,0.66,22.03,7.176623376623375,25.54,3.31,2017,7395314.0,-0.5768892883543146,530,1,530,0,0
2017-06-15,110.66,17.76,49.57,1.26,34.36,0.74,22.25,7.043722943722944,25.48,3.61,2017,7395314.0,-0.5768892883543146,531,1,531,0,0
2017-06-16,88.34,15.96,41.51,1.13,35.25,1.05,23.74,6.910822510822509,24.42,3.65,2017,7395314.0,-0.5768892883543146,532,1,532,0,0
2017-06-17,92.78,16.78,42.08,1.26,34.07,1.33,24.09,6.777922077922078,23.56,3.96,2017,7395314.0,-0.5768892883543146,533,1,533,1,533
