date,temp_mean,temp_max,temp_min,humidity,wind_speed,precipitation,pressure
2018-10-09,23.59,29.09,18.65,73.44,1.48,8.233379364013672,91.56
2018-10-10,23.28,30.35,17.93,62.06,2.19,0.0,91.54
2018-10-11,24.08,31.75,15.67,50.49,1.68,0.0,91.55
2018-10-12,24.14,31.69,17.64,66.05,1.75,0.0,91.63
2018-10-13,25.29,32.43,19.1,59.17,0.66,0.0,91.75
2018-10-14,24.53,30.41,19.5,74.67,0.85,0.0,91.84
2018-10-15,23.98,28.56,20.97,79.33,1.23,5.411050319671631,91.88
2018-10-16,23.61,28.76,19.53,79.63,1.49,1.6937439441680908,91.95
2018-10-17,22.26,25.71,20.09,83.48,1.39,0.6578494906425476,91.92
2018-10-18,22.49,27.32,18.12,78.33,0.7,22.365135192871094,91.86
2018-10-19,23.25,29.04,18.79,76.3,1.4,0.479098379611969,91.85
2018-10-20,23.01,30.11,17.46,65.69,1.85,0.0,91.91
2018-10-21,23.55,30.92,17.46,68.88,1.93,0.0,91.94
2018-10-22,22.68,30.94,16.26,61.35,2.12,0.0,91.92
2018-10-23,22.87,31.52,16.18,61.66,2.07,0.0,91.92
2018-10-24,22.59,30.98,15.62,64.41,2.22,0.0,91.9
2018-10-25,22.83,31.47,14.64,64.74,2.83,0.0,91.97
2018-10-26,23.14,31.16,16.52,66.57,2.99,0.0,92.0
2018-10-27,22.76,31.11,16.84,61.97,2.7,0.0,91.98
2018-10-28,21.98,30.72,15.04,60.78,2.83,0.0,91.9
2018-10-29,21.74,31.05,14.77,49.63,2.24,0.0,91.77
2018-10-30,22.37,31.78,14.43,52.88,1.96,0.0,91.7
2018-10-31,23.83,32.06,16.65,69.78,2.62,0.0,91.72
2018-11-01,24.09,31.12,19.44,73.04,2.76,0.0,91.7
2018-11-02,23.15,29.66,19.44,77.86,2.83,0.0,91.73
2018-11-03,23.5,30.46,19.16,76.73,3.07,0.4357804656028747,91.81
2018-11-04,23.91,32.01,17.96,72.03,3.07,1.7148244380950928,91.86
2018-11-05,24.39,32.02,19.07,65.66,3.08,0.0,91.87
2018-11-06,22.87,28.55,17.94,68.37,2.24,0.0,91.94
2018-11-07,22.57,31.77,15.99,58.65,2.51,0.0,91.92
2018-11-08,22.51,31.93,13.09,59.15,2.35,0.0,91.83
2018-11-09,23.31,31.99,16.64,62.15,2.58,0.0,91.76
2018-11-10,22.85,31.72,16.55,61.87,2.04,0.0,91.82
2018-11-11,22.56,31.35,16.15,60.55,1.87,0.0,91.88
2018-11-12,22.17,31.2,15.74,52.5,1.95,0.0,91.8
2018-11-13,21.75,31.24,15.83,40.71,1.6,0.0,91.67
2018-11-14,21.98,32.02,14.68,37.35,1.57,0.0,91.64
2018-11-15,22.24,30.52,14.38,61.92,2.83,0.0,91.73
2018-11-16,22.9,28.1,19.4,78.38,3.6,0.4438946545124054,91.74
2018-11-17,24.09,30.68,19.24,71.72,2.17,0.2097760140895843,91.8
2018-11-18,24.72,31.81,19.66,70.78,2.1,0.0,91.83
2018-11-19,25.16,32.74,19.66,66.15,2.57,0.2210514396429062,91.92
2018-11-20,24.08,31.06,19.02,66.14,3.02,0.0,91.98
2018-11-21,21.32,26.49,17.68,78.8,3.47,0.0,91.95
2018-11-22,21.72,27.27,18.81,81.47,3.45,0.0,91.95
2018-11-23,22.68,28.7,18.93,81.55,2.77,0.6717396974563599,92.08
2018-11-24,23.58,31.02,18.41,70.01,2.37,19.781139373779297,92.16
2018-11-25,23.5,31.48,18.4,67.52,2.03,0.0,92.06
2018-11-26,22.22,30.94,16.39,64.59,2.28,0.0,91.92
2018-11-27,20.43,29.2,14.55,63.92,2.41,0.0,91.99
2018-11-28,21.0,30.14,13.92,67.27,2.75,0.0,92.0
2018-11-29,22.45,30.3,16.21,71.51,2.64,0.0,92.07
2018-11-30,22.78,31.1,17.01,67.0,2.22,0.0,92.06
2018-12-01,22.0,30.52,16.35,64.51,2.27,0.0,91.9
2018-12-02,21.66,30.16,15.42,65.63,2.36,0.0,91.78
2018-12-03,22.72,30.84,17.02,65.92,2.71,0.0,91.83
2018-12-04,21.18,25.4,17.29,82.9,2.01,0.0,91.93
2018-12-05,23.11,29.8,18.36,76.96,1.29,4.87653112411499,91.87
2018-12-06,24.41,31.69,19.6,66.24,2.34,0.0,91.75
2018-12-07,23.73,31.44,18.38,65.33,2.69,0.0,91.81
2018-12-08,23.43,30.81,17.69,67.43,2.91,0.0,91.9
2018-12-09,23.18,31.22,16.98,63.51,2.57,0.0,91.88
2018-12-10,23.51,31.3,17.38,63.67,1.55,0.0,91.85
2018-12-11,23.26,31.79,16.13,62.18,1.75,0.0,91.85
2018-12-12,23.6,31.54,17.39,61.74,1.35,0.0,91.94
2018-12-13,23.47,31.09,17.57,62.48,1.79,0.0,91.98
2018-12-14,23.17,30.54,16.59,57.02,2.69,0.0,91.97
2018-12-15,21.94,29.69,16.13,62.83,3.62,0.0,91.96
2018-12-16,20.43,27.14,15.56,62.34,3.0,0.0,91.94
2018-12-17,21.07,30.4,13.38,53.66,2.42,0.0,91.88
2018-12-18,20.96,30.5,12.72,41.97,2.09,0.0,91.94
2018-12-19,19.26,26.08,13.02,62.05,1.42,0.0,91.99
2018-12-20,21.6,30.28,14.33,60.99,1.75,0.0,91.97
2018-12-21,23.34,31.63,16.45,61.32,1.66,0.0,91.92
2018-12-22,23.87,32.18,16.58,61.12,2.46,0.0,91.89
2018-12-23,24.33,31.81,18.39,63.69,2.92,0.0,91.95
2018-12-24,24.54,32.17,18.76,59.08,2.54,0.0,91.94
2018-12-25,24.17,32.71,17.5,56.54,2.37,0.0,91.95
2018-12-26,23.86,32.97,16.54,54.42,1.63,0.0,91.93
2018-12-27,23.88,31.8,16.72,54.58,1.82,0.0,91.87
2018-12-28,22.97,29.51,16.38,57.72,1.54,0.0,91.83
2018-12-29,22.65,30.86,16.63,56.31,2.68,3.0399577617645264,92.0
2018-12-30,20.91,29.74,14.78,57.29,2.86,0.0,92.16
2018-12-31,20.9,29.67,14.95,52.87,2.68,0.0,92.24
2019-01-01,19.39,30.31,10.27,47.59,2.5,0.0,92.24
2019-01-02,19.22,30.3,9.86,49.99,2.89,0.0,92.25
2019-01-03,19.63,30.61,11.18,49.04,2.76,0.0,92.3
2019-01-04,19.57,29.92,10.35,51.83,3.11,0.0,92.24
2019-01-05,19.89,31.27,10.88,52.66,2.38,0.0,92.12
2019-01-06,20.9,32.42,12.72,52.72,2.15,0.0,91.98
2019-01-07,21.08,32.0,13.21,51.33,2.47,0.0,91.93
2019-01-08,21.1,31.52,13.02,45.71,2.25,0.0,91.97
2019-01-09,21.1,32.38,12.33,45.27,2.31,0.0,91.95
2019-01-10,21.26,32.62,12.85,49.96,2.35,0.0,91.93
2019-01-11,21.44,32.37,13.49,51.42,1.87,0.0,92.0
2019-01-12,21.56,31.88,14.03,53.2,2.39,0.0,91.99
2019-01-13,21.27,32.15,12.56,46.41,2.03,0.0,92.0
2019-01-14,20.96,31.56,11.85,46.86,2.26,0.0,91.96
2019-01-15,20.81,31.53,11.4,40.55,2.76,0.0,92.0
2019-01-16,21.07,31.58,11.99,49.88,2.61,0.0,92.03
2019-01-17,21.62,31.51,14.25,54.83,2.73,0.0,91.93
2019-01-18,21.4,31.34,13.67,54.26,2.86,0.0,91.93
2019-01-19,21.18,31.68,13.33,48.29,2.8,0.0,92.0
2019-01-20,20.87,32.0,12.18,46.93,2.67,0.0,92.08
2019-01-21,21.09,32.45,11.1,46.58,2.5,0.0,92.0
2019-01-22,21.51,32.08,13.57,49.54,1.38,0.0,91.96
2019-01-23,22.62,31.98,15.47,54.38,1.6,0.0,91.93
2019-01-24,23.27,31.95,16.5,54.09,2.15,0.0,91.98
2019-01-25,24.02,31.85,17.33,57.45,2.91,0.0,91.94
2019-01-26,24.74,31.51,18.9,59.07,2.52,0.0,91.94
2019-01-27,23.85,30.46,19.2,64.32,2.56,0.0,91.99
2019-01-28,23.08,30.53,18.85,66.06,2.34,0.1512457132339477,92.03
2019-01-29,21.44,27.89,17.12,67.19,2.75,0.6398613452911377,92.12
2019-01-30,21.44,29.68,15.8,59.51,2.61,0.0,92.1
2019-01-31,20.89,30.28,13.11,55.22,2.73,0.0,92.06
2019-02-01,21.46,30.05,15.03,58.57,2.29,0.0,92.03
2019-02-02,22.51,30.98,15.71,55.15,2.35,0.0,91.95
2019-02-03,23.25,31.79,15.99,55.21,2.34,0.0,92.03
2019-02-04,24.19,32.95,16.98,54.52,3.08,0.0,92.17
2019-02-05,23.45,31.49,16.44,54.81,2.78,0.0,92.15
2019-02-06,24.28,33.26,15.51,48.04,2.35,0.0,91.93
2019-02-07,25.01,33.67,16.6,51.73,2.66,0.0,91.91
2019-02-08,25.99,34.06,17.8,51.21,1.82,0.0,91.95
2019-02-09,25.92,32.92,19.99,55.73,1.84,0.0,91.98
2019-02-10,22.89,26.94,20.59,77.58,2.27,51.43364334106445,92.1
2019-02-11,23.8,30.34,18.82,66.81,3.7,0.7682359218597412,92.13
2019-02-12,23.04,31.55,16.36,60.17,3.95,0.0,92.22
2019-02-13,22.92,32.0,15.59,58.2,3.38,0.0,92.25
2019-02-14,23.71,32.55,14.37,57.93,3.08,0.0,92.03
2019-02-15,24.88,32.77,17.09,58.93,1.58,0.0,92.02
2019-02-16,25.62,32.95,18.91,55.77,1.88,0.0,92.0
2019-02-17,25.73,33.75,19.12,49.13,2.02,0.0,91.89
2019-02-18,25.46,34.78,17.63,35.37,1.19,0.0,91.76
2019-02-19,27.0,34.82,20.03,55.5,3.14,0.0,91.85
2019-02-20,26.0,34.81,19.42,52.57,3.74,0.0,92.09
2019-02-21,24.59,33.48,17.12,50.06,3.57,0.0,92.25
2019-02-22,24.11,34.57,14.7,38.78,3.44,0.0,92.07
2019-02-23,24.77,35.53,15.43,29.76,3.35,0.0,91.91
2019-02-24,25.2,35.67,15.47,32.28,3.27,0.0,91.78
2019-02-25,25.26,36.24,14.85,32.77,2.09,0.0,91.7
2019-02-26,25.89,35.48,15.75,37.6,1.67,0.0,91.63
2019-02-27,27.58,35.77,18.98,44.95,1.95,0.0,91.57
2019-02-28,27.18,34.86,21.42,37.1,1.9,0.0,91.62
2019-03-01,28.17,36.12,20.07,49.33,2.1,0.0,91.65
2019-03-02,27.78,35.28,21.68,51.76,3.4,0.0,91.77
2019-03-03,27.36,34.43,20.14,50.39,2.06,0.0,91.74
2019-03-04,28.5,36.16,19.82,45.33,1.94,0.0,91.65
2019-03-05,30.15,37.03,22.14,34.61,1.47,0.0,91.59
2019-03-06,29.71,37.19,22.12,29.14,1.62,0.0,91.65
2019-03-07,29.69,38.97,21.89,23.99,1.43,0.0,91.58
2019-03-08,29.33,37.49,21.65,34.2,1.71,0.0,91.68
2019-03-09,29.17,35.57,22.17,44.65,2.73,0.0,91.85
2019-03-10,29.63,36.49,22.51,42.87,2.68,0.0,91.87
2019-03-11,28.86,36.35,22.83,38.47,3.5,0.0,91.96
2019-03-12,27.44,35.99,19.35,36.17,3.08,0.0,92.0
2019-03-13,26.95,35.76,18.5,30.31,3.59,0.0,92.03
2019-03-14,27.01,36.21,18.06,29.49,3.66,0.0,92.0
2019-03-15,27.0,36.04,18.52,30.3,3.37,0.0,91.97
2019-03-16,26.5,36.07,16.89,34.67,3.34,0.0,91.96
2019-03-17,26.16,36.06,15.99,36.41,2.61,0.0,91.92
2019-03-18,27.1,36.19,18.13,46.42,2.5,0.0,91.9
2019-03-19,28.42,36.57,19.17,45.32,2.53,0.0,91.74
2019-03-20,28.45,36.08,21.17,42.4,3.42,0.0,91.72
2019-03-21,28.18,36.31,19.85,37.47,2.43,0.0,91.82
2019-03-22,28.47,37.06,19.08,38.41,2.09,0.0,91.87
2019-03-23,29.53,37.68,20.56,40.52,2.07,0.0,91.82
2019-03-24,30.09,38.51,22.39,31.9,3.01,0.0,91.75
2019-03-25,29.12,38.07,20.56,35.09,3.2,0.0,91.76
2019-03-26,28.71,37.4,20.28,35.38,3.13,0.0,91.88
2019-03-27,28.8,38.06,20.35,30.99,2.97,0.0,91.98
2019-03-28,29.07,39.11,19.36,32.74,3.01,0.0,91.9
2019-03-29,29.96,38.98,20.24,25.75,2.13,0.0,91.72
2019-03-30,29.76,38.18,21.4,28.82,2.69,0.0,91.72
2019-03-31,29.99,38.4,21.37,28.85,2.14,0.0,91.77
2019-04-01,30.39,38.46,21.74,26.92,2.72,0.0,91.75
2019-04-02,30.11,38.27,21.01,33.38,2.6,0.0,91.73
2019-04-03,29.93,37.9,21.75,35.5,3.42,0.0,91.72
2019-04-04,28.76,37.44,19.6,34.85,3.26,0.0,91.87
2019-04-05,29.49,38.17,20.39,39.08,2.74,0.0,91.87
2019-04-06,29.47,38.13,20.82,32.64,2.86,0.0,91.83
2019-04-07,29.43,37.2,21.16,33.61,2.74,0.0,91.73
2019-04-08,29.83,38.3,20.72,42.81,2.63,0.0,91.63
2019-04-09,29.94,36.8,23.18,44.05,2.34,5.64563512802124,91.7
2019-04-10,30.74,37.97,23.7,38.23,3.3,0.4419326782226562,91.73
2019-04-11,29.09,36.2,21.51,39.5,1.9,0.0,91.7
2019-04-12,30.47,38.87,22.22,31.0,2.38,0.0,91.64
2019-04-13,29.62,37.88,20.85,34.78,2.85,0.0,91.67
2019-04-14,29.81,38.8,21.11,28.78,3.38,0.0,91.71
2019-04-15,29.21,38.14,20.36,25.55,2.28,0.0,91.71
2019-04-16,30.22,38.3,21.28,34.87,2.26,0.0,91.68
2019-04-17,29.01,35.69,22.91,49.81,2.0,0.0,91.76
2019-04-18,29.4,35.68,24.34,48.32,2.23,13.18366527557373,91.71
2019-04-19,29.3,36.91,22.82,51.72,1.54,17.98167610168457,91.61
2019-04-20,27.12,33.68,22.9,62.65,2.06,0.0,91.54
2019-04-21,27.73,34.89,21.36,59.89,1.77,0.0,91.48
2019-04-22,28.29,35.36,22.62,54.86,2.04,0.0,91.48
2019-04-23,26.47,31.79,20.87,57.91,2.43,0.0,91.64
2019-04-24,28.55,36.71,20.74,44.22,2.8,0.2047854363918304,91.66
2019-04-25,28.61,37.42,20.22,37.87,2.38,0.0,91.67
2019-04-26,29.78,38.87,20.5,41.16,3.03,0.0,91.56
2019-04-27,29.8,39.01,20.58,38.71,2.58,0.0,91.53
2019-04-28,30.09,38.43,22.88,41.63,2.62,0.0,91.53
2019-04-29,30.09,37.76,22.79,40.32,1.93,0.0,91.53
2019-04-30,29.22,36.57,23.64,55.06,2.76,0.0,91.44
2019-05-01,26.95,33.5,22.07,65.41,3.48,22.20054054260254,91.36
2019-05-02,27.7,37.0,20.19,55.45,3.77,0.0,91.37
2019-05-03,28.06,36.69,20.92,55.63,3.12,0.0,91.47
2019-05-04,27.8,35.85,19.72,52.89,2.17,0.0,91.7
2019-05-05,28.99,36.46,21.34,54.3,1.3,0.0,91.77
2019-05-06,29.32,35.74,23.79,54.01,1.22,0.0,91.66
2019-05-07,28.0,35.54,23.52,59.92,2.73,0.0,91.62
2019-05-08,25.87,31.2,21.89,71.34,3.37,22.427749633789062,91.66
2019-05-09,27.74,34.96,20.29,60.19,2.63,0.0,91.55
2019-05-10,28.93,36.63,20.47,54.59,2.17,0.0,91.52
2019-05-11,28.89,35.98,22.11,55.87,1.41,0.0,91.64
2019-05-12,29.02,35.27,23.26,57.21,1.12,6.1065993309021,91.59
2019-05-13,28.8,35.2,22.07,58.32,1.41,0.0,91.54
2019-05-14,28.12,34.15,22.86,58.69,2.08,3.5587146282196045,91.55
2019-05-15,27.98,33.62,22.78,63.19,1.77,0.0,91.61
2019-05-16,28.95,35.73,22.61,58.54,1.43,8.897656440734863,91.66
2019-05-17,27.67,32.95,23.41,63.83,1.08,0.9158663153648376,91.68
2019-05-18,28.2,35.51,21.07,60.42,1.42,19.07240867614746,91.56
2019-05-19,29.95,36.89,23.19,52.18,1.59,0.0,91.55
2019-05-20,29.38,36.36,23.11,50.65,1.94,0.3230684399604797,91.62
2019-05-21,29.47,37.48,21.95,44.78,2.03,0.0,91.62
2019-05-22,28.14,33.63,23.3,60.99,1.56,0.0,91.6
2019-05-23,27.82,32.92,22.64,63.8,1.15,12.007575035095217,91.58
2019-05-24,28.73,35.34,22.68,61.78,1.41,3.454821825027466,91.58
2019-05-25,27.45,32.74,22.64,67.34,2.98,1.2377557754516602,91.52
2019-05-26,27.23,32.82,22.21,70.72,2.37,17.085180282592773,91.45
2019-05-27,28.51,34.84,22.67,64.19,1.82,15.25845718383789,91.42
2019-05-28,29.42,35.31,23.51,57.83,1.4,0.0,91.38
2019-05-29,25.79,30.14,22.94,74.72,2.72,2.6700894832611084,91.41
2019-05-30,26.34,32.51,22.27,69.01,2.19,0.0,91.38
2019-05-31,25.04,28.34,21.95,77.79,2.57,0.8063759207725525,91.44
2019-06-01,26.51,32.3,20.78,70.54,2.51,1.6240713596343994,91.48
2019-06-02,28.06,35.69,21.35,67.29,2.21,0.0,91.42
2019-06-03,25.65,30.42,22.37,73.9,2.62,10.55366325378418,91.49
2019-06-04,26.68,32.6,21.79,71.67,2.12,0.0,91.39
2019-06-05,26.2,30.61,21.38,73.97,1.65,0.0,91.39
2019-06-06,26.7,32.58,21.91,72.44,1.52,24.73094367980957,91.36
2019-06-07,26.88,31.98,22.08,71.73,0.94,8.825102806091309,91.44
2019-06-08,26.03,31.37,22.21,71.51,2.4,0.0,91.45
2019-06-09,26.85,34.88,21.45,63.42,3.86,0.0,91.38
2019-06-10,25.51,32.67,19.78,67.58,3.7,0.0,91.34
2019-06-11,25.89,32.55,20.76,66.14,5.17,0.0,91.38
2019-06-12,26.27,32.76,21.55,67.78,5.6,0.0,91.44
2019-06-13,25.17,30.14,21.34,69.13,5.24,0.0,91.51
2019-06-14,25.47,31.82,20.67,63.51,4.93,0.2160871028900146,91.51
2019-06-15,26.52,33.74,21.23,64.54,4.19,1.1591651439666748,91.53
2019-06-16,26.74,33.88,21.34,64.81,3.89,0.0,91.57
2019-06-17,26.15,31.99,21.22,65.73,4.05,0.0,91.6
2019-06-18,26.41,33.06,20.95,65.7,3.7,0.0,91.49
2019-06-19,27.34,34.99,21.69,64.34,4.13,0.0,91.4
2019-06-20,26.21,32.87,21.05,61.81,4.7,1.1388484239578247,91.43
2019-06-21,24.85,30.21,20.21,66.74,3.75,0.0,91.38
2019-06-22,24.8,30.34,20.51,71.34,4.23,0.0,91.32
2019-06-23,24.43,29.92,19.96,72.17,3.85,2.3891634941101074,91.22
2019-06-24,25.39,31.94,20.19,67.82,3.55,21.505563735961918,91.31
2019-06-25,25.7,32.82,20.58,64.34,3.48,0.2536246478557586,91.47
2019-06-26,24.57,29.21,21.32,73.57,3.34,0.0,91.53
2019-06-27,25.55,32.07,20.92,71.08,4.23,0.0,91.43
2019-06-28,25.2,30.42,20.85,70.39,4.68,2.383498430252075,91.44
2019-06-29,24.7,28.92,21.28,71.39,4.73,0.0,91.43
2019-06-30,24.8,29.11,20.53,71.32,4.76,0.0,91.42
2019-07-01,26.44,33.29,21.39,66.56,4.72,0.0,91.34
2019-07-02,25.66,31.54,21.1,69.93,4.66,0.0,91.39
2019-07-03,25.8,31.31,21.69,68.97,4.95,0.0,91.45
2019-07-04,25.68,30.47,21.87,69.94,5.15,0.0,91.44
2019-07-05,25.02,29.76,21.75,73.9,5.43,0.4035342037677765,91.36
2019-07-06,24.49,28.46,21.56,74.91,5.56,2.242950439453125,91.39
2019-07-07,24.98,30.56,20.88,70.3,5.46,1.0054454803466797,91.46
2019-07-08,25.36,31.67,21.02,68.88,5.61,0.0,91.57
2019-07-09,24.3,29.51,20.3,75.0,4.73,0.0,91.54
2019-07-10,24.65,31.34,20.65,67.56,5.24,0.7872740626335144,91.55
2019-07-11,23.95,30.73,20.01,69.44,4.52,0.0,91.69
2019-07-12,25.63,31.86,19.6,64.16,2.42,4.457998752593994,91.7
2019-07-13,25.54,32.28,19.97,66.39,3.08,1.6236956119537354,91.71
2019-07-14,24.73,29.79,21.19,75.26,2.9,0.2690228223800659,91.67
2019-07-15,24.86,31.07,20.27,68.37,3.26,0.3177196383476257,91.53
2019-07-16,24.43,30.18,20.1,69.76,3.28,2.955842971801758,91.53
2019-07-17,23.89,29.15,19.89,70.55,3.66,1.011853814125061,91.44
2019-07-18,21.57,23.72,18.98,80.68,3.93,17.12625503540039,91.28
2019-07-19,22.87,26.84,19.45,79.49,3.42,0.9652916789054872,91.13
2019-07-20,24.3,30.25,20.25,74.05,4.22,1.5101804733276367,91.17
2019-07-21,24.64,30.13,20.65,73.42,5.2,0.0,91.18
2019-07-22,23.42,26.85,20.53,78.97,4.77,4.146540641784668,91.24
2019-07-23,23.17,29.06,19.29,75.84,4.7,10.05950164794922,91.34
2019-07-24,23.78,29.44,19.05,75.32,4.12,0.0,91.47
2019-07-25,24.26,31.38,19.51,72.59,3.85,0.295925110578537,91.57
2019-07-26,23.28,28.76,19.71,75.93,4.25,8.232619285583496,91.57
2019-07-27,23.72,29.8,19.37,73.14,4.42,0.0,91.52
2019-07-28,24.06,30.6,19.71,72.85,4.92,0.4368724226951599,91.47
2019-07-29,24.02,29.28,19.81,74.56,4.49,4.305039405822754,91.47
2019-07-30,23.79,29.12,20.1,69.86,4.68,0.0,91.6
2019-07-31,24.43,31.44,19.37,67.31,4.34,0.0,91.66
2019-08-01,25.67,32.94,20.17,67.37,4.46,0.0,91.61
2019-08-02,24.27,29.89,20.35,69.55,5.3,0.0,91.6
2019-08-03,23.82,28.38,20.52,73.98,5.14,0.0,91.67
2019-08-04,23.43,28.99,19.0,66.71,5.24,0.0,91.58
2019-08-05,22.36,26.28,19.94,80.28,5.77,1.3904608488082886,91.53
2019-08-06,23.11,28.19,19.83,75.53,6.07,2.1999220848083496,91.43
2019-08-07,23.68,27.76,20.09,75.88,6.96,1.1803892850875854,91.34
2019-08-08,23.89,29.0,20.41,77.24,7.34,2.0981709957122803,91.26
2019-08-09,24.17,29.81,20.68,74.34,6.97,15.175963401794434,91.43
2019-08-10,24.02,29.59,19.92,71.62,6.56,1.257346510887146,91.47
2019-08-11,24.36,31.4,19.52,71.46,5.06,0.0,91.45
2019-08-12,23.76,29.76,18.93,73.24,4.79,4.985851764678955,91.46
2019-08-13,24.54,31.13,19.77,71.96,4.37,10.708902359008787,91.47
2019-08-14,24.2,30.57,20.12,75.73,3.87,0.45899298787117,91.56
2019-08-15,24.03,30.5,19.51,75.6,3.92,6.437806129455566,91.63
2019-08-16,23.9,29.81,20.41,77.52,3.64,0.0,91.57
2019-08-17,23.36,28.26,20.35,80.64,3.79,2.4904234409332275,91.48
2019-08-18,22.39,25.81,19.99,85.36,3.08,21.46722221374512,91.57
2019-08-19,23.65,28.25,19.94,82.15,1.87,6.070418357849121,91.63
2019-08-20,23.17,26.52,20.77,86.54,2.36,17.35500144958496,91.6
2019-08-21,21.88,24.63,19.84,87.52,3.74,30.97714614868164,91.57
2019-08-22,21.83,25.6,19.08,84.84,3.53,0.3373942971229553,91.54
2019-08-23,22.1,26.5,18.73,84.0,4.31,2.5084784030914307,91.59
2019-08-24,22.54,28.1,18.27,81.37,3.85,2.2789435386657715,91.59
2019-08-25,22.46,27.22,18.99,79.44,4.06,0.0,91.54
2019-08-26,23.29,29.36,18.99,76.13,4.21,0.0,91.55
2019-08-27,23.24,29.17,18.53,76.33,3.63,0.4216651618480682,91.5
2019-08-28,23.04,28.09,19.6,78.47,3.66,0.0,91.54
2019-08-29,23.66,28.83,19.83,79.89,3.43,0.37350794672966,91.52
2019-08-30,23.09,27.39,20.23,78.8,4.38,1.4001002311706543,91.38
2019-08-31,23.45,28.95,19.92,77.84,4.34,0.0,91.28
2019-09-01,22.41,26.16,19.94,81.9,3.86,0.0,91.47
2019-09-02,22.88,28.5,19.64,79.99,4.09,0.1337820887565612,91.58
2019-09-03,23.2,29.22,18.96,79.63,4.35,12.56433391571045,91.49
2019-09-04,22.22,26.8,19.54,79.46,4.82,6.466839790344238,91.45
2019-09-05,23.13,28.69,19.46,77.7,5.1,0.5796427130699158,91.42
2019-09-06,23.6,28.57,19.84,80.14,4.9,0.1337820887565612,91.42
2019-09-07,23.98,30.04,19.88,76.91,5.07,1.2394616603851318,91.49
2019-09-08,23.8,29.28,20.45,77.31,4.65,0.0,91.59
2019-09-09,23.25,27.93,19.35,78.79,4.25,0.0,91.55
2019-09-10,24.65,30.37,20.14,77.27,3.38,0.0,91.52
2019-09-11,24.34,29.54,20.56,78.91,3.2,1.4694207906723022,91.61
2019-09-12,23.02,27.3,20.29,83.37,3.18,0.0,91.75
2019-09-13,23.25,28.19,19.77,80.99,2.82,1.074365258216858,91.78
2019-09-14,23.87,29.48,19.41,78.78,2.61,0.0,91.72
2019-09-15,23.96,29.27,19.97,78.29,2.48,0.0,91.7
2019-09-16,23.65,29.62,19.98,78.65,3.52,0.0,91.57
2019-09-17,22.65,27.0,19.97,85.31,2.68,24.0422306060791,91.46
2019-09-18,22.83,27.45,19.85,85.46,2.67,0.3101125955581665,91.46
2019-09-19,22.15,25.39,20.01,87.2,2.42,4.351629734039307,91.55
2019-09-20,23.15,28.06,18.82,78.25,1.89,2.497564554214477,91.59
2019-09-21,24.73,30.75,19.11,76.81,1.42,0.0,91.52
2019-09-22,22.44,24.39,20.86,91.09,1.43,9.185832977294922,91.58
2019-09-23,23.09,27.11,19.83,86.71,1.66,6.078238487243652,91.57
2019-09-24,21.82,24.04,19.97,92.87,1.73,82.28191375732422,91.5
2019-09-25,22.41,24.72,20.2,91.34,2.46,22.77422142028809,91.55
2019-09-26,22.35,26.04,19.4,85.8,3.41,3.8699328899383545,91.89
2019-09-27,22.82,28.14,18.61,83.16,1.38,0.0,92.03
2019-09-28,22.96,28.52,18.77,83.7,1.87,1.7933919429779053,91.94
2019-09-29,22.73,27.45,19.21,82.23,2.16,0.0,91.97
2019-09-30,21.79,26.08,18.35,84.1,2.12,0.0,91.94
2019-10-01,23.19,28.26,17.75,80.56,1.17,0.0,91.88
2019-10-02,23.68,28.59,19.66,82.53,1.09,35.199668884277344,91.87
2019-10-03,23.66,28.34,19.71,84.2,1.17,41.74384689331055,91.82
2019-10-04,23.31,27.65,20.29,85.89,1.03,11.081703186035156,91.76
2019-10-05,22.51,25.77,20.32,90.29,1.27,23.599607467651367,91.68
2019-10-06,22.68,25.78,19.95,86.84,1.42,7.411614894866943,91.74
2019-10-07,22.86,25.81,20.02,86.5,0.95,0.2047854363918304,91.77
2019-10-08,23.64,27.44,20.55,84.61,0.71,16.92772674560547,91.69
2019-10-09,23.14,26.76,20.51,88.95,0.64,14.37813663482666,91.63
2019-10-10,23.0,26.48,19.86,85.55,1.08,1.7289886474609375,91.7
2019-10-11,23.05,26.98,19.88,86.44,1.5,0.0,91.7
2019-10-12,23.29,27.61,19.63,84.7,1.89,0.2006731480360031,91.73
2019-10-13,23.48,28.25,19.79,84.7,1.74,0.0,91.77
2019-10-14,23.5,28.06,20.35,85.57,1.81,0.1960509866476059,91.78
2019-10-15,22.96,27.23,20.15,87.76,2.07,0.0,91.78
2019-10-16,22.43,26.66,19.63,86.39,2.3,1.9113306999206543,91.76
2019-10-17,22.23,26.81,19.08,86.35,2.07,0.0,91.76
2019-10-18,22.43,26.66,19.56,88.37,2.39,4.52184009552002,91.75
2019-10-19,22.53,27.08,19.76,86.89,2.36,12.884603500366213,91.81
2019-10-20,22.25,26.67,19.18,87.89,2.27,0.0,91.81
2019-10-21,21.85,26.29,18.22,88.43,1.57,11.556411743164062,91.71
2019-10-22,22.47,26.95,19.32,87.67,1.64,32.83975601196289,91.62
2019-10-23,21.9,25.96,19.03,87.22,2.45,10.822257995605469,91.61
2019-10-24,21.56,26.14,18.39,87.02,3.1,0.0,91.64
2019-10-25,21.62,26.19,18.77,87.01,2.72,0.0,91.67
